email,current_placement,first_choice,second_choice,third_choice
user1842@example.com,Tambo Memorial Hospital,Livingstone Hospital,Rob Ferreira Hospital,Leratong Hospital
user1843@example.com,Tambo Memorial Hospital,Groote Schuur Hospital,Port Shepstone Hospital,Khayelitsha Hospital
user1844@example.com,Tambo Memorial Hospital,Charlotte Maxeke Hospital,Frere Hospital,Witbank Hospital
user1845@example.com,Tembisa Hospital,Potchefstroom Hospital,"Ngwelezana Hospital, Empangeni",Job Shimankana Tabane Hospital
user1846@example.com,Tembisa Hospital,Sebokeng Hospital,Rob Ferreira Hospital,Paarl Hospital
user1847@example.com,Tembisa Hospital,Frere Hospital,Livingstone Hospital,Leratong Hospital
user1848@example.com,Tembisa Hospital,Livingstone Hospital,Kalafong Hospital,Rob Ferreira Hospital
user1849@example.com,Tembisa Hospital,Rob Ferreira Hospital,Port Shepstone Hospital,Grey's Hospital
user1850@example.com,Tembisa Hospital,"Ngwelezana Hospital, Empangeni",New Somerset Hospital,Port Shepstone Hospital
user1851@example.com,Tembisa Hospital,Tshilidzine Hospital,Port Shepstone Hospital,Leratong Hospital
user1852@example.com,Tembisa Hospital,Letaba Hospital,Prince Mshiyeni Memorial Hospital,Frere Hospital
user1853@example.com,Tembisa Hospital,Worcester Hospital,Leratong Hospital,Prince Mshiyeni Memorial Hospital
user1854@example.com,Tembisa Hospital,Nelson Mandela Academic Hospital,Grey's Hospital,Kalafong Hospital
user1855@example.com,Tembisa Hospital,Addington Hospital,Themba Hospital,Potchefstroom Hospital
user1856@example.com,Tembisa Hospital,Rob Ferreira Hospital,Mankweng Hospital,Themba Hospital
user1857@example.com,Tembisa Hospital,King Edward VIII Hospital,Port Shepstone Hospital,Addington Hospital
user1858@example.com,Tembisa Hospital,Helderberg Hospital,Paarl Hospital,Port Shepstone Hospital
user1859@example.com,Tembisa Hospital,Kalafong Hospital,Bongani Hospital,Paarl Hospital
user1860@example.com,Tembisa Hospital,Thelle Mogoerane Regional Hospital,Robert Mangaliso Sobukwe Hospital,Grey's Hospital
user1861@example.com,Tembisa Hospital,Robert Mangaliso Sobukwe Hospital,Frere Hospital,Witbank Hospital
user1862@example.com,Tembisa Hospital,Frere Hospital,Port Shepstone Hospital,Livingstone Hospital
user1863@example.com,Tembisa Hospital,Nelson Mandela Academic Hospital,Job Shimankana Tabane Hospital,George Hospital
user1864@example.com,Tembisa Hospital,Chris Hani Baragwanath Hospital,Joe Morolong Memorial Hospital,Khayelitsha Hospital
user1865@example.com,Tembisa Hospital,General Justice Gizenga Mpanza Hospital,Mokopane Hospital,George Hospital
user1866@example.com,Tembisa Hospital,Livingstone Hospital,Ladysmith Hospital,Port Shepstone Hospital
user1867@example.com,Tembisa Hospital,Mahikeng Provincial Hospital,Klerksdorp-Tshepong Tertiary Hospital,Themba Hospital
user1868@example.com,Tembisa Hospital,Kalafong Hospital,Livingstone Hospital,Paarl Hospital
user1869@example.com,Tembisa Hospital,Klerksdorp-Tshepong Tertiary Hospital,Rob Ferreira Hospital,Boitumelo Hospital
user1870@example.com,Tembisa Hospital,"Ngwelezana Hospital, Empangeni",Nelson Mandela Academic Hospital,Sebokeng Hospital
user1871@example.com,Tembisa Hospital,Robert Mangaliso Sobukwe Hospital,Mitchells Plain Hospital,Frere Hospital
user1872@example.com,Tembisa Hospital,RK Khan Hospital,SAMHS 2 Military Hospital,Nelson Mandela Academic Hospital
user1873@example.com,Tembisa Hospital,Livingstone Hospital,George Hospital,"Ngwelezana Hospital, Empangeni"
user1874@example.com,Tembisa Hospital,Pelonomi Hospital,Job Shimankana Tabane Hospital,Paarl Hospital
user1875@example.com,Tembisa Hospital,Leratong Hospital,Edenvale Hospital,George Hospital
user1876@example.com,Tembisa Hospital,Karl Bremer Hospital,General Justice Gizenga Mpanza Hospital,Grey's Hospital
user1877@example.com,Tembisa Hospital,Job Shimankana Tabane Hospital,Nelson Mandela Academic Hospital,Frere Hospital
user1878@example.com,Thelle Mogoerane Regional Hospital,Port Shepstone Hospital,Sebokeng Hospital,Potchefstroom Hospital
user1879@example.com,Thelle Mogoerane Regional Hospital,"Ngwelezana Hospital, Empangeni",Victoria Hospital,Robert Mangaliso Sobukwe Hospital
user1880@example.com,Thelle Mogoerane Regional Hospital,Groote Schuur Hospital,Livingstone Hospital,General Justice Gizenga Mpanza Hospital
user1881@example.com,Thelle Mogoerane Regional Hospital,George Hospital,Frere Hospital,Klerksdorp-Tshepong Tertiary Hospital
user1882@example.com,Thelle Mogoerane Regional Hospital,Letaba Hospital,Livingstone Hospital,Victoria Hospital
user1883@example.com,Thelle Mogoerane Regional Hospital,Worcester Hospital,Lebowakgomo Hospital,Bongani Hospital
user1884@example.com,Thelle Mogoerane Regional Hospital,Frere Hospital,Livingstone Hospital,Paarl Hospital
user1885@example.com,Thelle Mogoerane Regional Hospital,General Justice Gizenga Mpanza Hospital,Mahikeng Provincial Hospital,Witbank Hospital
user1886@example.com,Thelle Mogoerane Regional Hospital,Tambo Memorial Hospital,Rob Ferreira Hospital,Mankweng Hospital
user1887@example.com,Thelle Mogoerane Regional Hospital,Karl Bremer Hospital,Livingstone Hospital,Frere Hospital
user1888@example.com,Thelle Mogoerane Regional Hospital,Steve Biko Academic Hospital,Mankweng Hospital,Leratong Hospital
user1889@example.com,Thelle Mogoerane Regional Hospital,Tembisa Hospital,Livingstone Hospital,Themba Hospital
user1890@example.com,Thelle Mogoerane Regional Hospital,Robert Mangaliso Sobukwe Hospital,Helen Joseph Hospital,Chris Hani Baragwanath Hospital
user1891@example.com,Thelle Mogoerane Regional Hospital,Frere Hospital,Steve Biko Academic Hospital,Job Shimankana Tabane Hospital
user1892@example.com,Thelle Mogoerane Regional Hospital,Sebokeng Hospital,Kalafong Hospital,New Somerset Hospital
user1893@example.com,Thelle Mogoerane Regional Hospital,Livingstone Hospital,Mokopane Hospital,Potchefstroom Hospital
user1894@example.com,Thelle Mogoerane Regional Hospital,General Justice Gizenga Mpanza Hospital,Klerksdorp-Tshepong Tertiary Hospital,Leratong Hospital
user1895@example.com,Thelle Mogoerane Regional Hospital,"Ngwelezana Hospital, Empangeni",King Edward VIII Hospital,Leratong Hospital
user1896@example.com,Thelle Mogoerane Regional Hospital,Port Shepstone Hospital,Khayelitsha Hospital,Tembisa Hospital
user1897@example.com,Thelle Mogoerane Regional Hospital,Mankweng Hospital,George Hospital,Port Shepstone Hospital
user1898@example.com,Thelle Mogoerane Regional Hospital,Mahikeng Provincial Hospital,Rob Ferreira Hospital,Charlotte Maxeke Hospital
user1899@example.com,Thelle Mogoerane Regional Hospital,Klerksdorp-Tshepong Tertiary Hospital,Witbank Hospital,General Justice Gizenga Mpanza Hospital
user1900@example.com,Thelle Mogoerane Regional Hospital,Themba Hospital,Kalafong Hospital,George Hospital
user1901@example.com,Thelle Mogoerane Regional Hospital,Frere Hospital,Groote Schuur Hospital,Boitumelo Hospital
user1902@example.com,Themba Hospital,Mitchells Plain Hospital,Port Shepstone Hospital,Klerksdorp-Tshepong Tertiary Hospital
user1903@example.com,Themba Hospital,Potchefstroom Hospital,Paarl Hospital,Kalafong Hospital
user1904@example.com,Themba Hospital,Mokopane Hospital,Livingstone Hospital,Steve Biko Academic Hospital
user1905@example.com,Themba Hospital,Tembisa Hospital,Far East Rand Hospital,Port Shepstone Hospital
user1906@example.com,Themba Hospital,Klerksdorp-Tshepong Tertiary Hospital,Worcester Hospital,Tembisa Hospital
user1907@example.com,Themba Hospital,Worcester Hospital,Port Shepstone Hospital,Kalafong Hospital
user1908@example.com,Themba Hospital,Nelson Mandela Academic Hospital,Frere Hospital,Tygerberg Hospital
user1909@example.com,Themba Hospital,Paarl Hospital,King Edward VIII Hospital,Witbank Hospital
user1910@example.com,Themba Hospital,Kalafong Hospital,Port Shepstone Hospital,Potchefstroom Hospital
user1911@example.com,Themba Hospital,Nelson Mandela Academic Hospital,Tygerberg Hospital,Grey's Hospital
user1912@example.com,Themba Hospital,Frere Hospital,Livingstone Hospital,Potchefstroom Hospital
user1913@example.com,Themba Hospital,Nelson Mandela Academic Hospital,Chris Hani Baragwanath Hospital,Grey's Hospital
user1914@example.com,Themba Hospital,Paarl Hospital,Leratong Hospital,Robert Mangaliso Sobukwe Hospital
user1915@example.com,Themba Hospital,Mokopane Hospital,Rob Ferreira Hospital,Karl Bremer Hospital
user1916@example.com,Themba Hospital,Paarl Hospital,Steve Biko Academic Hospital,Ladysmith Hospital
user1917@example.com,Themba Hospital,"Ngwelezana Hospital, Empangeni",George Hospital,Kalafong Hospital
user1918@example.com,Themba Hospital,Paarl Hospital,Klerksdorp-Tshepong Tertiary Hospital,King Edward VIII Hospital
user1919@example.com,Themba Hospital,Mankweng Hospital,Sebokeng Hospital,Paarl Hospital
user1920@example.com,Themba Hospital,Nelson Mandela Academic Hospital,New Somerset Hospital,Grey's Hospital
user1921@example.com,Themba Hospital,Witbank Hospital,Boitumelo Hospital,Helen Joseph Hospital
user1922@example.com,Themba Hospital,Sebokeng Hospital,Livingstone Hospital,Worcester Hospital
user1923@example.com,Themba Hospital,Sebokeng Hospital,Rob Ferreira Hospital,Port Shepstone Hospital
user1924@example.com,Themba Hospital,Chris Hani Baragwanath Hospital,General Justice Gizenga Mpanza Hospital,Frere Hospital
user1925@example.com,Themba Hospital,Livingstone Hospital,Klerksdorp-Tshepong Tertiary Hospital,Grey's Hospital
user1926@example.com,Themba Hospital,Prince Mshiyeni Memorial Hospital,Worcester Hospital,Job Shimankana Tabane Hospital
user1927@example.com,Tshilidzine Hospital,"Madadeni Hospital, New Castle",Paarl Hospital,Helderberg Hospital
user1928@example.com,Tshilidzine Hospital,George Hospital,Paarl Hospital,Leratong Hospital
user1929@example.com,Tshilidzine Hospital,George Hospital,General Justice Gizenga Mpanza Hospital,Potchefstroom Hospital
user1930@example.com,Tshilidzine Hospital,Leratong Hospital,Nelson Mandela Academic Hospital,Joe Morolong Memorial Hospital
user1931@example.com,Tshilidzine Hospital,Themba Hospital,Ladysmith Hospital,Grey's Hospital
user1932@example.com,Tshilidzine Hospital,Witbank Hospital,Klerksdorp-Tshepong Tertiary Hospital,Port Shepstone Hospital
user1933@example.com,Tshilidzine Hospital,Rob Ferreira Hospital,Leratong Hospital,Paarl Hospital
user1934@example.com,Tshilidzine Hospital,Pelonomi Hospital,Klerksdorp-Tshepong Tertiary Hospital,Potchefstroom Hospital
user1935@example.com,Tshilidzine Hospital,Themba Hospital,Potchefstroom Hospital,New Somerset Hospital
user1936@example.com,Tshilidzine Hospital,Mahikeng Provincial Hospital,Mitchells Plain Hospital,Port Shepstone Hospital
user1937@example.com,Tshilidzine Hospital,Rob Ferreira Hospital,SAMHS 1 Military Hospital,Prince Mshiyeni Memorial Hospital
user1938@example.com,Tshilidzine Hospital,Grey's Hospital,Klerksdorp-Tshepong Tertiary Hospital,Livingstone Hospital
user1939@example.com,Tshilidzine Hospital,Kalafong Hospital,Frere Hospital,Mokopane Hospital
user1940@example.com,Tshilidzine Hospital,Livingstone Hospital,Tygerberg Hospital,Rob Ferreira Hospital
user1941@example.com,Tshilidzine Hospital,Witbank Hospital,Mahikeng Provincial Hospital,Ladysmith Hospital
user1942@example.com,Tshilidzine Hospital,"Madadeni Hospital, New Castle",Themba Hospital,Thelle Mogoerane Regional Hospital
user1943@example.com,Tygerberg Hospital,Rob Ferreira Hospital,Grey's Hospital,Mankweng Hospital
user1944@example.com,Tygerberg Hospital,George Hospital,Leratong Hospital,"Ngwelezana Hospital, Empangeni"
user1945@example.com,Tygerberg Hospital,Victoria Hospital,"Madadeni Hospital, New Castle",Charlotte Maxeke Hospital
user1946@example.com,Tygerberg Hospital,Sebokeng Hospital,General Justice Gizenga Mpanza Hospital,Ermelo Hospital
user1947@example.com,Tygerberg Hospital,General Justice Gizenga Mpanza Hospital,Nelson Mandela Academic Hospital,Job Shimankana Tabane Hospital
user1948@example.com,Tygerberg Hospital,Paarl Hospital,Grey's Hospital,Livingstone Hospital
user1949@example.com,Tygerberg Hospital,Grey's Hospital,Leratong Hospital,Paarl Hospital
user1950@example.com,Tygerberg Hospital,George Hospital,Livingstone Hospital,Victoria Hospital
user1951@example.com,Tygerberg Hospital,Livingstone Hospital,Potchefstroom Hospital,Robert Mangaliso Sobukwe Hospital
user1952@example.com,Tygerberg Hospital,Nelson Mandela Academic Hospital,Pholosong Hospital,George Hospital
user1953@example.com,Tygerberg Hospital,Paarl Hospital,Job Shimankana Tabane Hospital,Livingstone Hospital
user1954@example.com,Tygerberg Hospital,Potchefstroom Hospital,Frere Hospital,Kalafong Hospital
user1955@example.com,Tygerberg Hospital,George Hospital,Leratong Hospital,Job Shimankana Tabane Hospital
user1956@example.com,Tygerberg Hospital,Themba Hospital,Port Shepstone Hospital,Lebowakgomo Hospital
user1957@example.com,Tygerberg Hospital,Groote Schuur Hospital,Ermelo Hospital,Mahikeng Provincial Hospital
user1958@example.com,Tygerberg Hospital,Grey's Hospital,Frere Hospital,Livingstone Hospital
user1959@example.com,Tygerberg Hospital,Paarl Hospital,Dr George Mukhari Hospital,Sebokeng Hospital
user1960@example.com,Tygerberg Hospital,Groote Schuur Hospital,Lebowakgomo Hospital,Grey's Hospital
user1961@example.com,Tygerberg Hospital,Paarl Hospital,Klerksdorp-Tshepong Tertiary Hospital,George Hospital
user1962@example.com,Tygerberg Hospital,Frere Hospital,Addington Hospital,General Justice Gizenga Mpanza Hospital
user1963@example.com,Tygerberg Hospital,"Madadeni Hospital, New Castle",Frere Hospital,General Justice Gizenga Mpanza Hospital
user1964@example.com,Tygerberg Hospital,Sebokeng Hospital,Rob Ferreira Hospital,Grey's Hospital
user1965@example.com,Tygerberg Hospital,Victoria Hospital,Klerksdorp-Tshepong Tertiary Hospital,Helen Joseph Hospital
user1966@example.com,Tygerberg Hospital,Robert Mangaliso Sobukwe Hospital,King Edward VIII Hospital,Ladysmith Hospital
user1967@example.com,Tygerberg Hospital,Mankweng Hospital,Paarl Hospital,George Hospital
user1968@example.com,Tygerberg Hospital,George Hospital,Paarl Hospital,Themba Hospital
user1969@example.com,Tygerberg Hospital,Grey's Hospital,Mahikeng Provincial Hospital,Dihlabeng Hospital
user1970@example.com,Tygerberg Hospital,Mokopane Hospital,Rob Ferreira Hospital,George Hospital
user1971@example.com,Tygerberg Hospital,Letaba Hospital,Nelson Mandela Academic Hospital,Mahikeng Provincial Hospital
user1972@example.com,Tygerberg Hospital,Job Shimankana Tabane Hospital,Livingstone Hospital,Addington Hospital
user1973@example.com,Tygerberg Hospital,Robert Mangaliso Sobukwe Hospital,Grey's Hospital,Karl Bremer Hospital
user1974@example.com,Tygerberg Hospital,Boitumelo Hospital,Dihlabeng Hospital,Tembisa Hospital
user1975@example.com,Tygerberg Hospital,Themba Hospital,Job Shimankana Tabane Hospital,George Hospital
user1976@example.com,Tygerberg Hospital,Port Shepstone Hospital,Mahikeng Provincial Hospital,Witbank Hospital
user1977@example.com,Tygerberg Hospital,King Edward VIII Hospital,Livingstone Hospital,Nelson Mandela Academic Hospital
user1978@example.com,Tygerberg Hospital,Boitumelo Hospital,Job Shimankana Tabane Hospital,Witbank Hospital
user1979@example.com,Tygerberg Hospital,Steve Biko Academic Hospital,Ermelo Hospital,Grey's Hospital
user1980@example.com,Tygerberg Hospital,Helen Joseph Hospital,Nelson Mandela Academic Hospital,Paarl Hospital
user1981@example.com,Tygerberg Hospital,Rob Ferreira Hospital,Thelle Mogoerane Regional Hospital,Themba Hospital
user1982@example.com,Tygerberg Hospital,Klerksdorp-Tshepong Tertiary Hospital,Paarl Hospital,Dr George Mukhari Hospital
user1983@example.com,Tygerberg Hospital,Nelson Mandela Academic Hospital,"Ngwelezana Hospital, Empangeni",Leratong Hospital
user1984@example.com,Tygerberg Hospital,Robert Mangaliso Sobukwe Hospital,Klerksdorp-Tshepong Tertiary Hospital,Port Shepstone Hospital
user1985@example.com,Tygerberg Hospital,Job Shimankana Tabane Hospital,Leratong Hospital,"Ngwelezana Hospital, Empangeni"
user1986@example.com,Tygerberg Hospital,"Madadeni Hospital, New Castle",Leratong Hospital,Letaba Hospital
user1987@example.com,Tygerberg Hospital,Grey's Hospital,Port Shepstone Hospital,Mahikeng Provincial Hospital
user1988@example.com,Tygerberg Hospital,Rob Ferreira Hospital,Mapulaneng Hospital,Livingstone Hospital
user1989@example.com,Tygerberg Hospital,Livingstone Hospital,Khayelitsha Hospital,Paarl Hospital
user1990@example.com,Tygerberg Hospital,Mokopane Hospital,Mapulaneng Hospital,"Madadeni Hospital, New Castle"
user1991@example.com,Tygerberg Hospital,Robert Mangaliso Sobukwe Hospital,Leratong Hospital,Klerksdorp-Tshepong Tertiary Hospital
user1992@example.com,Tygerberg Hospital,Cofimvaba Hospital,Helen Joseph Hospital,General Justice Gizenga Mpanza Hospital
user1993@example.com,Tygerberg Hospital,Rob Ferreira Hospital,Witbank Hospital,Sebokeng Hospital
user1994@example.com,Tygerberg Hospital,Kalafong Hospital,Paarl Hospital,Pholosong Hospital
user1995@example.com,Tygerberg Hospital,Paarl Hospital,Mapulaneng Hospital,Nelson Mandela Academic Hospital
user1996@example.com,Tygerberg Hospital,Paarl Hospital,Klerksdorp-Tshepong Tertiary Hospital,Leratong Hospital
user1997@example.com,Tygerberg Hospital,Frere Hospital,Livingstone Hospital,Themba Hospital
user1998@example.com,Tygerberg Hospital,Potchefstroom Hospital,Paarl Hospital,RK Khan Hospital
user1999@example.com,Tygerberg Hospital,Livingstone Hospital,Tshilidzine Hospital,"Madadeni Hospital, New Castle"
user2000@example.com,Tygerberg Hospital,Sebokeng Hospital,Witbank Hospital,Paarl Hospital
user2001@example.com,Tygerberg Hospital,Paarl Hospital,Helen Joseph Hospital,Port Shepstone Hospital
user2002@example.com,Tygerberg Hospital,Leratong Hospital,Livingstone Hospital,Helderberg Hospital
user2003@example.com,Tygerberg Hospital,Paarl Hospital,St Rita's Hospital,New Somerset Hospital
